,City,Date,Time,Wind,Humidity,Weather,PM2.5,PM10,O₃,NO₂,SO₂,CO,AQI
29,Guangzhou,10 December 2024,06:00,9.2 km/h,65%,16°,36.0,59.0,4.0,56.0,7.5,716.5, 102 
30,Tel Aviv-Yafo,10 December 2024,00:00,3.7 km/h,59%,14°,34.0,63.8,116.8,113.7,7.1,"1,087.8", 97 
31,Riyadh,10 December 2024,01:00,21.4 km/h,37%,15°,33.0,,,,,, 96 
32,Baghdad,10 December 2024,01:00,17.2 km/h,43%,14°,32.0,,,,,, 94 
33,Almaty,10 December 2024,03:00,7.2 km/h,85%,-11°,32.0,19.7,,113.2,24.2,652.3, 93 
34,Los Angeles,09 December 2024,15:00,13 km/h,57%,19°,28.3,,60.0,36.5,,, 87 
35,Chiang Mai,10 December 2024,05:00,1.8 km/h,94%,20°,30.6,46.5,,,,, 91 
36,Chongqing,10 December 2024,06:00,2.4 km/h,93%,2°,30.0,40.0,31.0,17.5,7.0,500.0, 90 
37,Belgrade,10 December 2024,00:00,5.5 km/h,87%,5°,42.1,43.9,19.2,31.3,11.0,570.0, 117 
38,Chengdu,10 December 2024,06:00,7.2 km/h,93%,5°,28.0,38.0,38.0,18.0,3.0,400.0, 86 
39,Shenzhen,10 December 2024,06:00,7.6 km/h,79%,18°,26.0,48.0,38.0,34.0,7.0,700.0, 82 
40,Dakar,09 December 2024,22:00,11.1 km/h,73%,24°,24.0,4.6,,,,, 79 
41,Incheon,10 December 2024,07:00,3.7 km/h,100%,-5°,24.0,38.0,7.2,82.0,10.2,864.5, 79 
42,Seoul,10 December 2024,08:00,3.7 km/h,100%,-5°,24.2,36.5,4.2,74.5,7.3,853.0, 79 
43,Hong Kong,10 December 2024,06:00,14.5 km/h,76%,19°,23.0,33.8,77.0,23.7,2.5,557.9, 77 
44,Dubai,10 December 2024,03:00,7.4 km/h,60%,21°,23.0,26.3,6.0,,,, 77 
45,Baku,10 December 2024,02:00,18.5 km/h,70%,6°,22.0,,,,,, 75 
46,Ho Chi Minh City,10 December 2024,05:00,7.4 km/h,75%,24°,20.5,,,,,, 72 
47,Istanbul,10 December 2024,01:00,7.6 km/h,92%,11°,20.3,19.2,8.9,73.6,3.5,"1,355.5", 72 
48,Budapest,10 December 2024,00:00,7.4 km/h,95%,4°,16.6,26.5,3.0,31.8,8.9,919.0, 65 
49,Ljubljana,09 December 2024,23:00,1.8 km/h,92%,2°,18.4,22.5,17.6,20.1,,200.2, 68 
50,Addis Ababa,10 December 2024,02:00,1.2 km/h,49%,10°,32.0,,,,,, 94 
51,Nice,09 December 2024,23:00,16.7 km/h,78%,7°,17.3,22.2,14.5,17.3,,, 66 
52,Bern,09 December 2024,23:00,20.9 km/h,79%,2°,17.4,18.5,31.0,14.0,,, 66 
53,Busan,10 December 2024,08:00,1.8 km/h,86%,-2°,17.0,25.0,36.0,33.8,7.9,400.8, 66 
54,Shanghai,10 December 2024,06:00,10.8 km/h,66%,9°,17.0,28.0,47.0,38.0,6.0,445.0, 66 
55,Milano,10 December 2024,00:00,5.5 km/h,91%,5°,16.5,51.7,7.8,55.7,4.1,, 65 
56,Kaohsiung,10 December 2024,07:00,11.1 km/h,77%,18°,15.0,36.0,22.0,30.1,6.3,360.7, 62 
57,Nairobi,10 December 2024,02:00,10.8 km/h,91%,15°,11.5,8.9,,,,55.9, 55 
58,Zagreb,10 December 2024,00:00,3.7 km/h,93%,2°,11.1,27.1,23.3,29.4,6.7,407.0, 55 
59,Vienna,09 December 2024,23:00,14.8 km/h,91%,2°,15.0,17.0,7.5,17.0,1.0,350.0, 62 
60,Krasnoyarsk,10 December 2024,06:00,7.8 km/h,95%,-18°,5.0,,,42.0,4.0,450.0, 28 
61,Beijing,10 December 2024,06:00,14.4 km/h,68%,-4°,14.0,26.0,9.0,45.0,3.0,400.0, 60 
62,Houston,09 December 2024,17:00,5.5 km/h,83%,23°,12.8,60.9,56.0,8.8,,515.3, 58 
63,Phnom Penh,10 December 2024,06:00,7.4 km/h,94%,25°,12.2,,,,,, 57 
64,Jerusalem,10 December 2024,00:00,3.2 km/h,57%,12°,13.0,,130.8,61.9,,, 58 
65,Sofia,10 December 2024,01:00,7.4 km/h,93%,3°,8.6,57.6,3.2,56.8,8.2,0.8, 52 
66,Wrocław,10 December 2024,00:00,13 km/h,97%,1°,12.4,13.6,16.0,10.4,7.5,357.5, 57 
67,Bratislava,09 December 2024,23:00,5.5 km/h,94%,3°,12.4,16.8,5.9,17.0,4.0,0.5, 57 
68,Berlin,10 December 2024,00:00,22.2 km/h,92%,4°,11.0,16.5,29.0,6.5,,0.0, 55 
69,Lima,09 December 2024,18:00,24.1 km/h,74%,21°,12.3,22.7,5.1,8.4,28.4,143.9, 57 
70,Johannesburg,10 December 2024,00:00,0 km/h,79%,18°,8.0,63.1,,,,, 55 
71,Munich,09 December 2024,23:00,3.2 km/h,95%,0°,11.5,15.0,28.5,13.0,,, 55 
72,Warsaw,09 December 2024,23:00,16.7 km/h,94%,0°,10.9,15.7,25.3,12.1,0.9,187.0, 54 
73,Kraków,10 December 2024,00:00,14.8 km/h,91%,1°,8.8,10.8,,13.1,2.2,234.5, 49 
74,Kyiv,10 December 2024,01:00,3.2 km/h,80%,1°,8.7,7.9,,,,, 48 
75,Barcelona,09 December 2024,23:00,11.1 km/h,65%,9°,10.0,15.0,15.0,40.0,1.5,200.0, 53 
76,Detroit,09 December 2024,18:00,14.8 km/h,84%,9°,11.7,,,25.4,2.6,343.5, 56 
77,New York City,09 December 2024,18:00,14.8 km/h,94%,9°,10.4,,18.0,54.6,1.3,318.2, 53 
78,Batam,10 December 2024,05:00,7.4 km/h,83%,26°,9.0,9.1,126.6,47.5,1.2,, 52 
79,Moscow,10 December 2024,02:00,8.7 km/h,85%,0°,9.5,,,,,, 52 
80,Sao Paulo,09 December 2024,19:00,7.4 km/h,88%,22°,9.7,16.0,21.0,39.0,1.0,572.5, 52 
81,London,09 December 2024,23:00,24.1 km/h,78%,7°,6.4,17.3,50.7,7.9,,100.0, 35 
82,Washington D.C.,09 December 2024,18:00,16.7 km/h,85%,12°,8.6,14.0,32.0,19.7,,343.5, 48 
83,Dublin,09 December 2024,23:00,18.5 km/h,83%,6°,11.5,16.2,30.8,30.2,2.0,, 55 
84,Santiago,09 December 2024,20:00,25.9 km/h,29%,25°,5.0,51.0,84.0,15.0,6.9,274.8, 47 
85,Lyon,09 December 2024,23:00,16.7 km/h,82%,4°,8.2,11.2,28.8,11.3,9.9,0.2, 46 
86,Medan,10 December 2024,06:00,5.5 km/h,100%,25°,13.9,,,,,, 60 
87,Paris,10 December 2024,00:00,22.2 km/h,88%,5°,7.1,11.1,9.9,24.3,,, 39 
88,Jakarta,10 December 2024,06:00,16.7 km/h,89%,26°,8.0,,10.0,,,, 44 
89,Bucharest,10 December 2024,01:00,13 km/h,92%,6°,9.0,9.9,15.9,15.8,6.6,, 50 
90,Sydney,10 December 2024,10:00,6.4 km/h,69%,23°,5.4,22.0,0.0,0.0,0.0,206.2, 29 
91,Rome,10 December 2024,00:00,7.4 km/h,88%,8°,6.8,,5.0,54.0,1.5,1.4, 38 
92,Lisbon,09 December 2024,23:00,13 km/h,76%,9°,6.0,6.7,59.0,21.0,3.0,189.0, 33 
93,Algiers,09 December 2024,23:00,14.8 km/h,58%,10°,6.5,,,,,, 36 
94,Birmingham,09 December 2024,22:00,18.5 km/h,87%,5°,6.1,10.8,55.2,10.5,0.8,, 34 
95,Montreal,09 December 2024,18:00,33.3 km/h,83%,-6°,4.9,,14.5,2.0,1.0,, 27 
96,Osaka,10 December 2024,08:00,2.4 km/h,64%,6°,8.0,9.0,,47.0,7.9,343.5, 44 
97,Kyoto,10 December 2024,07:00,2.8 km/h,93%,4°,6.0,8.0,,20.7,0.0,400.8, 33 
98,Copenhagen,10 December 2024,00:00,20.4 km/h,73%,3°,1.4,22.5,49.9,4.8,1.0,0.2, 20 
99,Rotterdam,09 December 2024,23:00,24.1 km/h,87%,5°,5.6,10.2,32.2,5.5,,, 31 
100,Athens,10 December 2024,01:00,35.2 km/h,82%,17°,3.7,34.0,23.0,22.0,9.0,, 31 
101,Taipei,10 December 2024,06:00,18.5 km/h,84%,17°,4.0,8.0,70.0,8.5,2.1,183.2, 29 
102,Prague,10 December 2024,00:00,11.1 km/h,89%,3°,5.5,8.1,4.8,16.5,4.5,450.5, 31 
103,Amsterdam,10 December 2024,00:00,22.2 km/h,76%,5°,6.8,7.4,38.9,5.7,,323.7, 38 
104,Stockholm,10 December 2024,00:00,3.7 km/h,98%,-1°,5.2,8.0,37.8,20.5,,, 28 
105,Singapore,10 December 2024,07:00,5.5 km/h,76%,25°,5.0,13.0,13.0,4.0,4.0,400.0, 28 
106,Bogota,09 December 2024,18:00,14.8 km/h,59%,15°,5.0,14.0,18.2,,,, 27 
107,Tokyo,10 December 2024,08:00,11.1 km/h,56%,7°,5.0,7.0,,45.1,2.6,343.5, 28 
108,Seattle,09 December 2024,15:00,13 km/h,82%,7°,4.7,13.8,36.8,26.0,0.3,, 26 
109,Chicago,09 December 2024,17:00,16.7 km/h,49%,9°,4.4,,,,,, 24 
110,Portland,09 December 2024,15:00,7.4 km/h,80%,8°,4.2,6.4,34.0,12.2,1.3,343.5, 23 
111,Kuching,10 December 2024,07:00,0 km/h,92%,24°,4.6,,,,,, 25 
112,San Francisco,09 December 2024,15:00,8.1 km/h,30%,17°,4.5,,62.0,15.6,,343.5, 25 
113,Toronto,09 December 2024,18:00,22.2 km/h,93%,1°,4.6,27.3,28.0,19.7,,, 26 
114,Salt Lake City,09 December 2024,16:00,20.4 km/h,58%,2°,2.3,,62.0,4.7,0.8,, 25 
115,Madrid,10 December 2024,00:00,22.2 km/h,66%,5°,4.0,8.0,33.0,27.5,2.0,, 22 
116,Kobe,10 December 2024,07:00,7.4 km/h,81%,6°,4.0,6.0,,37.6,0.0,458.0, 22 
117,Vancouver,09 December 2024,15:00,7.4 km/h,88%,7°,3.2,,11.7,22.9,0.8,, 18 
118,Auckland,10 December 2024,12:00,18.5 km/h,66%,20°,5.6,21.9,,8.8,,, 31 
119,Helsinki,10 December 2024,01:00,20.9 km/h,93%,-2°,3.3,3.3,46.8,6.1,0.3,, 19 
120,Denver,09 December 2024,16:00,8.1 km/h,52%,0°,1.0,19.0,47.0,22.6,2.6,343.5, 19 
121,Melbourne,10 December 2024,10:00,4.8 km/h,61%,18°,3.3,,,,,, 18 
122,Minneapolis,09 December 2024,17:00,33.3 km/h,77%,-1°,3.1,8.0,,,,, 17 
123,Brussels,10 December 2024,00:00,16.7 km/h,91%,5°,0.4,5.0,10.0,16.0,,, 8 
124,Canberra,10 December 2024,10:00,8.1 km/h,54%,19°,3.2,12.1,16.0,,,, 17 
125,Kuala Lumpur,10 December 2024,07:00,5.5 km/h,88%,23°,1.0,,,,,, 6 
0,Dhaka,10 December 2024,05:00,0 km/h,88%,18°,144.5,,6.0,,,, 220 
1,Delhi,10 December 2024,04:30,7.4 km/h,93%,10°,125.0,181.0,5.4,42.9,6.3,915.0, 200 
2,Hanoi,10 December 2024,06:00,2.4 km/h,81%,17°,119.0,146.3,4.1,44.9,,"1,321.8", 196 
3,Lahore,10 December 2024,04:00,0 km/h,81%,8°,120.2,,,,,, 196 
4,Bishkek,10 December 2024,05:00,4.5 km/h,75%,-12°,111.4,0.0,,108.1,,, 190 
5,Kolkata,10 December 2024,04:30,9.3 km/h,88%,16°,92.3,179.8,16.6,22.2,6.0,870.0, 177 
6,Kampala,10 December 2024,01:00,2.4 km/h,85%,18°,82.0,4.4,49.6,3.9,0.6,, 170 
7,Kinshasa,10 December 2024,00:00,0 km/h,78%,28°,74.5,,,,,, 164 
8,Pristina,10 December 2024,00:00,1.8 km/h,89%,5°,63.4,79.4,3.8,39.1,10.5,"1,450.0", 157 
9,Ulaanbaatar,10 December 2024,07:00,3.6 km/h,84%,-19°,59.5,106.0,0.1,57.0,50.0,"1,900.0", 154 
10,Wuhan,10 December 2024,07:00,12.3 km/h,79%,5°,60.0,61.0,6.0,32.0,4.5,"5,000.0", 154 
11,Manama,10 December 2024,02:00,5.5 km/h,79%,20°,58.0,,,,,, 153 
12,Kathmandu,10 December 2024,04:45,5.5 km/h,87%,8°,62.8,77.1,30.0,,,, 156 
13,Yangon,10 December 2024,05:30,3.7 km/h,88%,24°,49.9,,,,,, 136 
14,Sarajevo,10 December 2024,00:00,5.5 km/h,100%,3°,52.6,48.0,4.5,32.5,18.0,929.5, 143 
15,Karachi,10 December 2024,04:00,11.1 km/h,34%,9°,52.0,,,,,, 142 
16,Kabul,10 December 2024,03:30,0.3 km/h,22%,-2°,51.9,,,,,, 141 
17,Tehran,10 December 2024,02:30,0 km/h,81%,2°,51.1,,,,,, 139 
18,Skopje,10 December 2024,00:00,1.8 km/h,93%,5°,47.4,61.5,5.0,19.0,3.9,, 130 
19,Kuwait City,10 December 2024,02:00,4.8 km/h,62%,17°,45.5,,,,,, 126 
20,Tashkent,10 December 2024,04:00,11.1 km/h,73%,-6°,45.5,,12.0,,,, 126 
21,Cairo,10 December 2024,01:00,3.7 km/h,63%,15°,45.5,,,,,, 125 
22,Doha,10 December 2024,02:00,0 km/h,94%,19°,43.5,,18.0,,,, 121 
23,Hangzhou,10 December 2024,07:00,3.5 km/h,86%,7°,43.0,64.0,8.0,53.0,6.0,550.0, 119 
24,Mumbai,10 December 2024,04:30,9.3 km/h,33%,24°,42.7,89.6,18.6,13.2,10.1,395.0, 119 
25,Bangkok,10 December 2024,06:00,2.4 km/h,66%,23°,39.7,70.0,16.0,62.0,,, 111 
26,Accra,09 December 2024,23:00,11.1 km/h,78%,28°,37.0,,,,,, 105 
27,Manila,10 December 2024,06:00,3.7 km/h,88%,26°,36.2,,,,,, 103 
28,Riyadh,10 December 2024,02:00,21.4 km/h,37%,15°,34.0,,,,,, 97 
29,Belgrade,10 December 2024,00:00,5.5 km/h,88%,5°,32.6,43.9,19.2,31.3,11.0,570.0, 95 
30,Guangzhou,10 December 2024,07:00,8.5 km/h,66%,16°,32.0,48.0,7.0,57.0,6.0,712.0, 94 
31,Chiang Mai,10 December 2024,06:00,1.8 km/h,94%,20°,32.1,45.8,,,,, 94 
32,Chengdu,10 December 2024,07:00,7.2 km/h,87%,5°,31.0,41.0,36.0,20.0,3.0,400.0, 92 
33,Tel Aviv-Yafo,10 December 2024,01:00,5.5 km/h,66%,12°,29.9,68.3,70.5,110.1,8.4,, 90 
34,Almaty,10 December 2024,04:00,10.8 km/h,85%,-10°,29.5,18.0,,112.3,,, 89 
35,Baghdad,10 December 2024,02:00,17.3 km/h,44%,14°,29.1,,,,,, 88 
36,Chongqing,10 December 2024,07:00,2.3 km/h,93%,2°,29.0,39.0,29.0,18.5,7.0,500.0, 88 
37,Los Angeles,09 December 2024,15:00,11.1 km/h,63%,17°,29.0,0.0,76.0,45.1,,, 88 
38,Shenzhen,10 December 2024,07:00,8.1 km/h,78%,18°,26.5,48.0,34.0,31.5,7.0,700.0, 83 
39,Incheon,10 December 2024,08:00,5.5 km/h,100%,-6°,26.0,41.0,5.7,87.3,10.5,910.3, 82 
40,Seoul,10 December 2024,09:00,3.7 km/h,100%,-6°,25.0,36.5,4.2,78.2,7.9,996.2, 81 
41,Ho Chi Minh City,10 December 2024,06:00,9.3 km/h,76%,24°,24.4,,,,,, 80 
42,Dubai,10 December 2024,04:00,5.5 km/h,60%,21°,24.0,24.2,6.0,,,, 79 
43,Baku,10 December 2024,03:00,22.2 km/h,70%,6°,20.9,,,,,, 73 
44,Hong Kong,10 December 2024,07:00,12.9 km/h,74%,19°,21.0,33.1,63.8,37.5,2.2,579.2, 73 
45,Budapest,10 December 2024,00:00,7.4 km/h,95%,4°,20.4,29.0,3.0,27.3,11.8,958.0, 72 
46,Dakar,09 December 2024,23:00,7.4 km/h,73%,24°,20.0,5.1,,,,, 71 
47,Milano,10 December 2024,00:00,3.7 km/h,91%,5°,19.3,56.9,7.9,56.3,4.4,, 70 
48,Istanbul,10 December 2024,02:00,8.2 km/h,88%,10°,18.9,19.2,8.9,73.6,3.5,"1,355.5", 69 
49,Busan,10 December 2024,09:00,9.3 km/h,74%,0°,18.0,27.0,34.0,36.7,7.9,458.0, 68 
50,Ljubljana,10 December 2024,01:00,3.7 km/h,92%,2°,21.0,22.0,17.0,15.0,,400.0, 73 
51,Kaohsiung,10 December 2024,08:00,7.4 km/h,73%,19°,16.0,38.0,18.0,35.7,6.2,463.7, 64 
52,Shanghai,10 December 2024,07:00,10.8 km/h,66%,9°,17.5,27.0,48.0,38.0,6.0,441.0, 67 
53,Zagreb,10 December 2024,01:00,7.4 km/h,93%,2°,10.6,24.0,19.1,19.9,6.4,439.0, 54 
54,Addis Ababa,10 December 2024,03:00,3 km/h,49%,10°,17.2,,,,,, 66 
55,Nice,10 December 2024,00:00,16.7 km/h,78%,7°,15.7,20.7,16.9,12.8,,, 63 
56,Bern,10 December 2024,00:00,20.9 km/h,79%,2°,15.7,16.8,31.0,14.0,,, 63 
57,Sofia,10 December 2024,02:00,3.7 km/h,100%,2°,8.1,60.4,2.9,43.8,14.2,0.4, 53 
58,Vienna,10 December 2024,00:00,17.7 km/h,90%,2°,15.0,17.0,7.5,17.0,1.0,350.0, 62 
59,Phnom Penh,10 December 2024,07:00,9.3 km/h,94%,25°,12.2,,,,,, 57 
60,Medan,10 December 2024,07:00,5.5 km/h,100%,25°,18.9,,,,,, 69 
61,Krasnoyarsk,10 December 2024,07:00,8.1 km/h,95%,-18°,6.4,,,28.0,2.0,300.0, 36 
62,Oslo,10 December 2024,01:00,4.5 km/h,89%,-5°,15.9,17.7,0.2,35.0,0.8,0.4, 64 
63,Beijing,10 December 2024,08:00,10.8 km/h,63%,-4°,14.0,27.0,6.5,50.0,2.5,400.0, 60 
64,Nairobi,10 December 2024,03:00,8.6 km/h,93%,15°,9.0,9.2,,,,52.2, 50 
65,Houston,09 December 2024,18:00,0 km/h,87%,21°,13.2,54.1,54.0,10.6,,572.5, 59 
66,Jerusalem,10 December 2024,01:00,3.2 km/h,56%,12°,7.1,,138.4,47.7,,, 57 
67,Bratislava,10 December 2024,00:00,3.7 km/h,94%,3°,12.1,17.0,4.1,15.3,3.9,0.5, 56 
68,Berlin,10 December 2024,01:00,27.8 km/h,94%,4°,9.0,14.5,29.0,5.5,,0.0, 49 
69,Lima,09 December 2024,19:00,24.1 km/h,78%,20°,13.0,21.4,4.9,9.8,28.5,173.9, 58 
70,Detroit,09 December 2024,19:00,13 km/h,86%,8°,13.7,,,34.8,2.6,458.0, 59 
71,New York City,09 December 2024,19:00,13 km/h,93%,9°,11.6,,18.0,,,318.2, 55 
72,Johannesburg,10 December 2024,02:00,0 km/h,80%,17°,8.0,44.5,,,,, 44 
73,Dublin,10 December 2024,00:00,18.5 km/h,85%,6°,8.4,16.4,31.3,27.2,3.8,, 47 
74,Wrocław,10 December 2024,01:00,16.7 km/h,97%,1°,14.9,16.1,14.7,12.3,7.7,328.0, 62 
75,Kyiv,10 December 2024,02:00,3.2 km/h,80%,1°,6.8,7.2,,,,, 37 
76,Barcelona,10 December 2024,01:00,18.5 km/h,64%,9°,7.6,15.0,13.0,37.0,1.0,300.0, 42 
77,Batam,10 December 2024,06:00,16.7 km/h,78%,26°,9.1,9.2,126.8,47.6,1.2,, 52 
78,Munich,10 December 2024,01:00,3.2 km/h,95%,0°,11.6,15.0,28.5,13.0,,, 56 
79,Kraków,10 December 2024,01:00,13 km/h,76%,1°,7.9,9.2,,13.0,2.2,230.0, 43 
80,Warsaw,10 December 2024,01:00,14.8 km/h,94%,0°,8.9,12.4,28.9,10.1,0.8,151.0, 49 
81,Moscow,10 December 2024,03:00,5.1 km/h,99%,-3°,7.4,,,,,, 41 
82,Sao Paulo,09 December 2024,21:00,7.4 km/h,88%,22°,11.7,20.0,14.0,47.5,1.0,801.5, 56 
83,Lyon,10 December 2024,00:00,16.7 km/h,82%,4°,8.9,12.5,29.3,9.7,12.0,0.2, 49 
84,Washington D.C.,09 December 2024,19:00,13 km/h,88%,11°,8.9,13.0,30.0,24.1,,343.5, 49 
85,Santiago,09 December 2024,21:00,22.2 km/h,34%,24°,6.0,48.0,73.0,18.2,6.6,314.9, 44 
86,Osaka,10 December 2024,08:00,3.7 km/h,87%,4°,8.0,9.0,,47.9,7.9,400.8, 44 
87,Jakarta,10 December 2024,07:00,27.8 km/h,89%,26°,7.0,,10.0,,,, 39 
88,London,10 December 2024,00:00,20.4 km/h,84%,6°,5.5,13.1,52.2,12.0,,100.0, 31 
89,Auckland,10 December 2024,13:00,14.5 km/h,64%,21°,4.1,26.1,,7.3,,, 24 
90,Paris,10 December 2024,01:00,27.8 km/h,87%,5°,6.9,11.1,9.9,24.3,,, 38 
91,Kyoto,10 December 2024,08:00,3.1 km/h,91%,5°,7.5,8.0,,20.7,0.0,458.0, 42 
92,Bucharest,10 December 2024,02:00,11.1 km/h,92%,6°,9.4,10.0,15.0,15.8,7.5,, 52 
93,Rome,10 December 2024,01:00,14.8 km/h,88%,8°,7.4,,2.5,49.5,0.6,1.8, 41 
94,Birmingham,09 December 2024,23:00,20.4 km/h,89%,5°,6.5,12.8,52.5,13.2,0.9,, 36 
95,Lisbon,10 December 2024,00:00,18.5 km/h,78%,10°,4.3,7.2,,,,189.0, 24 
96,Montreal,09 December 2024,19:00,33.3 km/h,88%,-6°,5.1,,13.5,2.0,1.0,, 28 
97,Tokyo,10 December 2024,08:00,9.3 km/h,54%,8°,6.0,7.0,,50.8,2.6,343.5, 33 
98,Amsterdam,10 December 2024,01:00,25.9 km/h,75%,5°,7.2,6.9,42.1,5.0,,244.6, 40 
99,Rotterdam,10 December 2024,00:00,18.5 km/h,86%,5°,5.5,9.9,33.8,4.2,,, 31 
100,Prague,10 December 2024,01:00,11.3 km/h,89%,3°,4.0,6.3,4.8,16.5,4.5,450.5, 22 
101,Sydney,10 December 2024,11:00,3.2 km/h,64%,24°,4.6,22.0,0.0,0.0,0.0,206.2, 26 
102,Algiers,10 December 2024,01:00,16.7 km/h,62%,9°,4.5,,,,,, 25 
103,Singapore,10 December 2024,08:00,7.4 km/h,81%,24°,5.0,11.5,12.0,6.0,4.0,400.0, 28 
104,Bogota,09 December 2024,19:00,7.4 km/h,58%,14°,5.1,21.3,16.0,,,, 28 
105,Toronto,09 December 2024,19:00,16.7 km/h,94%,1°,5.3,23.3,26.0,21.6,,, 29 
106,Seattle,09 December 2024,16:00,12.9 km/h,84%,7°,3.9,9.5,42.8,22.0,0.3,, 22 
107,Kuching,10 December 2024,08:00,1.8 km/h,96%,25°,5.1,,,,,, 28 
108,Taipei,10 December 2024,08:00,20.4 km/h,80%,17°,4.0,6.5,62.0,15.0,1.8,223.3, 25 
109,Athens,10 December 2024,02:00,24.1 km/h,86%,17°,3.6,27.0,35.0,15.0,8.0,, 25 
110,Salt Lake City,09 December 2024,17:00,14.8 km/h,65%,0°,1.0,,66.0,4.7,0.8,, 27 
111,San Francisco,09 December 2024,16:00,22.2 km/h,33%,16°,4.5,,56.0,25.6,,343.5, 24 
112,Kobe,10 December 2024,08:00,7.4 km/h,81%,6°,4.0,6.0,,47.9,2.6,629.8, 24 
113,Chicago,09 December 2024,18:00,13 km/h,47%,9°,4.7,,,,,, 26 
114,Portland,09 December 2024,16:00,11.1 km/h,83%,8°,3.3,6.4,40.0,12.9,1.6,229.0, 18 
115,Madrid,10 December 2024,01:00,37 km/h,65%,5°,1.8,1.4,54.8,13.0,2.0,, 22 
116,Copenhagen,10 December 2024,01:00,18.5 km/h,74%,3°,1.4,,55.0,4.4,1.0,0.2, 22 
117,Stockholm,10 December 2024,01:00,5.5 km/h,97%,-1°,5.0,5.9,50.1,7.4,,, 28 
118,Denver,09 December 2024,17:00,6.4 km/h,60%,0°,0.0,20.0,52.0,22.6,,343.5, 21 
119,Helsinki,10 December 2024,02:00,22.5 km/h,93%,-2°,3.2,3.8,46.8,4.3,0.3,, 19 
120,Vancouver,09 December 2024,16:00,9.3 km/h,89%,6°,5.6,,14.6,24.7,1.1,, 31 
121,Melbourne,10 December 2024,11:00,6.4 km/h,58%,19°,3.6,,,,,, 20 
122,Canberra,10 December 2024,11:00,11.3 km/h,41%,22°,3.6,10.8,18.0,,,, 20 
123,Minneapolis,09 December 2024,18:00,29.6 km/h,76%,-2°,3.0,6.0,,,,, 17 
124,Brussels,10 December 2024,01:00,16.7 km/h,89%,5°,1.6,5.0,16.0,13.0,,, 8 
125,Kuala Lumpur,10 December 2024,08:00,7.4 km/h,88%,23°,1.0,,,,,, 6 
0,Dhaka,10 December 2024,06:00,0 km/h,88%,18°,148.4,,6.0,,,, 224 
1,Lahore,10 December 2024,05:00,0 km/h,81%,7°,124.2,,,,,, 199 
2,Delhi,10 December 2024,05:30,7.4 km/h,93%,10°,118.0,172.0,10.3,39.8,6.5,800.0, 195 
3,Hanoi,10 December 2024,07:00,2.2 km/h,82%,17°,114.0,140.0,4.1,45.4,,"1,104.6", 192 
4,Bishkek,10 December 2024,06:00,4.8 km/h,75%,-13°,105.3,0.0,,103.8,,, 186 
5,Kolkata,10 December 2024,05:30,9.3 km/h,94%,16°,93.2,166.7,12.5,23.2,5.9,910.0, 177 
6,Kampala,10 December 2024,02:00,2.1 km/h,86%,18°,77.0,3.6,48.2,5.1,0.6,, 166 
7,Ulaanbaatar,10 December 2024,08:00,3.6 km/h,84%,-19°,66.6,102.2,0.1,55.0,50.0,"1,900.0", 159 
8,Kathmandu,10 December 2024,05:45,3.7 km/h,100%,7°,63.7,78.7,10.0,,,, 157 
9,Tashkent,10 December 2024,05:00,7.4 km/h,73%,-6°,62.0,,10.0,,,, 156 
10,Kinshasa,10 December 2024,01:00,0 km/h,78%,28°,57.0,,,,,, 152 
11,Wuhan,10 December 2024,08:00,13.4 km/h,80%,5°,57.0,58.0,6.0,27.5,4.0,"5,000.0", 152 
12,Pristina,10 December 2024,01:00,1.8 km/h,89%,4°,55.2,66.3,2.3,34.9,11.6,"1,150.0", 150 
13,Yangon,10 December 2024,06:30,3.7 km/h,88%,24°,54.4,,,,,, 148 
14,Kabul,10 December 2024,04:30,0.8 km/h,22%,-2°,52.9,,,,,, 144 
15,Manama,10 December 2024,03:00,1.6 km/h,82%,20°,51.5,,,,,, 140 
16,Tehran,10 December 2024,03:30,7.4 km/h,81%,2°,50.7,,,,,, 138 
17,Sarajevo,10 December 2024,01:00,5.5 km/h,100%,3°,48.0,50.0,5.0,28.5,17.0,793.5, 132 
18,Doha,10 December 2024,03:00,1.8 km/h,100%,18°,44.5,,6.0,,,, 123 
19,Karachi,10 December 2024,05:00,7.4 km/h,37%,9°,41.0,,,,,, 115 
20,Hangzhou,10 December 2024,08:00,5.8 km/h,86%,8°,41.0,68.0,8.0,51.5,6.0,600.0, 115 
21,Accra,10 December 2024,00:00,9.3 km/h,78%,28°,40.5,,,,,, 113 
22,Mumbai,10 December 2024,05:30,5.5 km/h,35%,23°,40.5,93.7,18.7,13.3,11.0,405.0, 113 
23,Manila,10 December 2024,08:00,24.2 km/h,86%,26°,37.4,,,,,, 106 
24,Riyadh,10 December 2024,03:00,20.9 km/h,38%,14°,34.0,,,,,, 97 
25,Tel Aviv-Yafo,10 December 2024,02:00,5.5 km/h,66%,12°,33.8,72.3,38.4,101.2,11.5,"1,374.0", 97 
26,Bangkok,10 December 2024,07:00,2.1 km/h,67%,23°,33.8,71.1,16.0,63.9,,, 97 
27,Kuwait City,10 December 2024,03:00,6.4 km/h,65%,17°,33.5,,,,,, 96 
28,Chiang Mai,10 December 2024,07:00,1.8 km/h,94%,20°,32.0,48.0,,,,, 94 
29,Belgrade,10 December 2024,01:00,5.5 km/h,88%,5°,31.8,43.9,19.2,31.3,11.0,570.0, 93 
